9.090909090909090468e-03,6.277033782144276217e-04,3.313552062059843539e+00,2.909219308132083293e-01,2.785423498992987135e-01,3.754446855173888542e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.246658304956645225e+01,-1.030179700899773509e+00,-1.995842989992090422e-01,1.061327197275891143e-01,7.133137082583126398e-01,6.232231160155853739e-02,5.772422649709295361e-02,1.886351946785208289e-01,1.042698195024598096e-01,2.192359098612544355e-01,-7.253505761328525592e-02,3.325614402319721115e-03,-2.413398191181117813e-01,2.449821738900293628e-04,2.159875057999884041e-04,2.520752834287006902e-04,1.567352450796161839e-04,2.458148326893965082e-04,9.478506020008294758e-04,3.645208561072204472e-04,1.875174093866001953e-04,3.258707627034862736e-04,3.313131217895754583e-04,3.186759372087567543e-01,1.934568781630150965e-04,8.799051511270222781e-02
1.000000000000000056e-01,5.990565578736238616e-04,3.314577917230508763e+00,3.626264308647544343e-01,2.742629452939721046e-01,1.030587237638234566e+00,2.121578545931475726e-02,4.181818181818181546e-01,-3.127638416067345517e+01,-1.359815415506597569e+00,-2.890577604371833975e-01,6.253478381393527685e-02,4.256653505550104244e-01,8.230362765843163286e-02,5.110311016265247641e-01,5.072740494173946235e-01,-1.941351831892284274e-01,2.456133988550072145e-01,2.018241419899959033e-02,-9.650512966243154911e-02,-2.357465318442563129e-01,6.321802090865642331e-04,7.798412850561579077e-04,4.085789837483457410e-04,6.731656983231955847e-04,1.411898562101642114e-03,1.331013111699039806e-03,2.031670083643039287e-03,3.214049314914830396e-03,1.423069867257749669e-03,5.964128648912185885e-04,2.816975315341474495e-01,8.100485569574577540e-04,7.752625284870202915e-02
2.545454545454545192e-01,6.817162607648218076e-04,3.268977670232159571e+00,4.227490916018241118e-01,2.622852898953144662e-01,1.863385233919909068e+00,9.177848614578511949e-03,5.909090909090909394e-01,-3.062062258065791909e+01,-1.446722850667690130e+00,1.344397158216819599e-01,5.293594687032482371e-02,1.326198069337380103e-01,-4.500474630402038212e-01,2.546461111732317706e-01,2.900536009263611770e-01,5.553429087674423628e-03,3.294755749640621012e-02,6.655840709197596849e-02,-1.989007668850103216e-01,1.689999514904157729e-01,1.007872647628124674e-03,6.138182305065773914e-04,1.828336004294750603e-03,1.962450766337827529e-03,1.621487610052013044e-03,2.547029430888759268e-03,1.180590862748603052e-03,3.792943827699224273e-03,8.793470038889884648e-04,2.923430015044277755e-03,2.176893374819990901e-01,3.478492745279940321e-03,5.962558623563580379e-02
4.272727272727272485e-01,8.704035663224916767e-04,3.216418834136596239e+00,4.672942509260256672e-01,2.557752942453589973e-01,2.502378641578662855e+00,5.583916206871387608e-03,6.636363636363636909e-01,-3.039506544945925626e+01,-1.794263554238048064e+00,-1.963814226433121257e-01,-6.227075579669582028e-01,4.724692924223224816e-02,1.668726281625927399e-01,1.049545996733681763e+00,7.102196408616926471e-01,2.011092721679998419e-01,6.350069916569053285e-01,5.520214790187254472e-01,-1.286823242896034669e-01,-1.514453331427440264e-01,1.095755967850016183e-03,2.050076629433635056e-03,1.646553060640155042e-03,1.554059101109337478e-03,1.197226487885770432e-03,7.410511585621341185e-03,4.039868438174892482e-03,2.642914677645400411e-03,1.310906297965560132e-03,1.116444804099587032e-02,1.413907528115610490e-01,1.986846990948303460e-03,3.828252165667286183e-02
4.772727272727272929e-01,1.146921151644624340e-03,3.200752429455656856e+00,4.732882366205720670e-01,2.499582751222415022e-01,2.812096765518947272e+00,6.085679788278809503e-03,6.727272727272727293e-01,-2.929024426187945451e+01,-1.393315127569252798e+00,-8.127974166543705525e-02,-5.410516086165535476e-01,7.388926720354282995e-02,5.964615175850020851e-02,4.924457059260620162e-01,4.577308924707583770e-01,4.518615794628358384e-02,-2.310915441348153701e-02,3.032279479672435676e-02,-2.396698340515102943e-01,-3.078347904694827553e-01,4.924752964665979164e-03,1.651575757967305201e-03,2.699654813681093106e-03,1.629617369646778119e-03,1.711999909784587583e-03,7.722864069822982756e-03,2.856859413031003717e-03,2.887569001364492707e-03,2.902505494706696717e-03,4.074007239088693437e-03,7.467796243006577517e-02,1.374096504700867034e-03,1.984851076969347192e-02
4.636363636363636243e-01,1.948935021549667379e-03,3.145660439786968965e+00,4.781755811032710746e-01,2.314884792243930289e-01,2.715383417528244969e+00,5.752297935026073894e-03,6.545454545454545414e-01,-2.855390091310228229e+01,-1.749071274772141527e+00,-4.594995788817228255e-01,-1.032999798291501126e+00,-6.861318047635138473e-02,2.850987100141106484e-03,2.471942959546817864e-01,3.174168885928829731e-01,1.738973018346005039e-01,3.219322552901944801e-01,-1.156709872982642356e-01,5.937361724198589319e-02,1.813459694775451658e-01,2.587346918507711646e-03,5.634339365611828500e-03,3.960368211154857189e-03,6.800325080629724545e-03,4.993068173081031090e-03,3.169526589621799503e-03,3.955821570232220807e-03,1.081521566513902154e-02,5.073575996668695798e-03,6.160551756363440851e-03,3.435962740293831835e-02,4.172273667819604084e-03,8.312551659167806764e-03
4.909090909090909061e-01,3.163482544111498925e-03,3.191751895862525057e+00,4.923962695771994524e-01,2.269823433435369520e-01,2.775827598287009756e+00,4.851848892574590379e-03,6.909090909090909172e-01,-2.831183088440199214e+01,-2.269727571272611488e+00,-8.525627057344983273e-01,-6.045713941065647967e-01,3.197177922084186719e-01,2.247563805760180999e-01,5.254557318372894414e-01,3.955658479894740287e-01,-2.011298471820358036e-01,-8.101423886493074045e-02,-4.662006609970351656e-01,-1.083537640139929092e-01,-4.264993315126493906e-02,2.953815763491189801e-03,6.399508792975785662e-03,3.666906867390229245e-03,6.768694816331266920e-03,7.828983132771392267e-03,2.179263692526305692e-03,5.575143606422962479e-04,1.294415202710092437e-02,1.182182064618967840e-02,1.839702468805766433e-02,1.106685873822496786e-02,1.465055505662100563e-03,5.233127569361543767e-03
4.909090909090909061e-01,3.956504300360509478e-03,3.184314800055211059e+00,5.014739927207523262e-01,2.181428823786659976e-01,2.731722987001868663e+00,5.696940438686902072e-03,6.818181818181817677e-01,-2.784436088896521255e+01,-1.864066508421571067e+00,-2.593185052755065875e-02,-4.623487346109336205e-01,-4.781218095179108341e-01,-4.520136058662649337e-01,6.916030992387496579e-02,3.465298787633571687e-01,-2.381812172362502977e-01,1.303634807686762376e-01,4.129680379036771987e-01,1.609499139405924095e-01,-5.745587902554911974e-02,1.628983898842797798e-03,1.323497997037354976e-02,2.542974542682850843e-03,8.380421827723682007e-03,4.204825493058506058e-03,6.757867147738163584e-03,3.056864238784403991e-03,3.568449853300679694e-03,4.816641005628734436e-03,1.675563121803625918e-02,7.143510608362101631e-03,5.267705015192052607e-03,4.320246441821324994e-03
4.954545454545454808e-01,5.756571992722058460e-03,3.008817244910761968e+00,5.059764863958919889e-01,2.038520568875162309e-01,2.453554026304976432e+00,6.218596759898040172e-03,6.727272727272727293e-01,-2.772934000448746161e+01,-2.191736658346059574e+00,-4.969681308205374515e-02,-6.768734590800128403e-01,-2.344003818731333344e-01,-1.185426717001862446e-01,4.694307774532446853e-01,6.228719425188177228e-01,-2.125160001661480502e-01,6.146525470892920395e-02,1.869790082522934938e-01,8.387378766343222408e-03,-2.189256121846737679e-01,7.008336097693554194e-03,1.866603357249827259e-03,1.897428447442271217e-03,4.523100260429667799e-03,5.896202683865896764e-03,7.384887536801059034e-03,3.377880147377574759e-03,4.483929671971045861e-03,1.226120913398653835e-03,1.717604520609465005e-03,2.254810332438581758e-03,2.557689463154973718e-03,2.057366817576527021e-03
5.045454545454545192e-01,7.814838149547229801e-03,3.101556338620833131e+00,5.086376004908886861e-01,2.159907245742185289e-01,2.440871668161380015e+00,6.116787858259980712e-03,6.727272727272727293e-01,-2.705392174030152574e+01,-1.775240873118725027e+00,-2.862222375665754437e-02,-4.287960390417869805e-01,5.451719779773048918e-02,-4.487939025232213219e-01,2.456369435570168822e-03,6.239960605900602975e-01,1.189616930171402409e-01,-5.377095699969795806e-02,1.551096890322693211e-01,-5.655969226522000043e-02,-3.621756328589748053e-01,4.527852770495925487e-03,2.352043809545050195e-03,3.020836337965195594e-03,3.363534564391277258e-03,4.195813462883690205e-03,6.719656512583312667e-03,6.978905393187889890e-03,1.386439729305644769e-02,5.039775742914345737e-04,1.109919410619803273e-02,1.821165730289879808e-03,4.863200189306514723e-03,3.725497776189594726e-03
